txId,time_step,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127,feat_128,feat_129,feat_130,feat_131,feat_132,feat_133,feat_134,feat_135,feat_136,feat_137,feat_138,feat_139,feat_140,feat_141,feat_142,feat_143,feat_144,feat_145,feat_146,feat_147,feat_148,feat_149,feat_150,feat_151,feat_152,feat_153,feat_154,feat_155,feat_156,feat_157,feat_158,feat_159,feat_160,feat_161,feat_162,feat_163,feat_164,feat_165
100648,45,0.318268,-0.347478,0.591296,-0.160859,-0.789945,-0.384171,0.009772,-0.60347,-0.27642,-0.460033,-0.329882,-0.506396,-0.474673,0.177878,0.780543,-0.372981,-0.303631,0.660597,-0.863742,-0.295762,0.136233,0.241713,-1.214042,0.335265,-0.176587,-0.286396,0.049044,-0.481019,0.293398,-0.933307,-0.750795,-0.041304,0.032634,-0.014055,-1.329233,-1.411387,-0.398985,-0.672406,0.05736,-0.279808,-0.0092,0.268974,0.007496,-1.401953,-0.857672,0.156207,-0.732737,-1.182842,0.14841,-0.799335,0.266965,-0.332817,0.091234,-1.086547,-0.111179,-0.798641,0.044823,0.226393,0.474604,-0.095823,0.588828,-1.867617,-0.154797,-0.059997,-1.462973,1.1274,0.092148,-0.603141,-1.075424,-1.139047,0.541523,-0.26484,-0.727662,-0.941027,0.195057,0.08053,0.111824,-0.859397,-0.572793,-0.02571,-0.371525,-0.57312,-0.502203,-0.382811,-0.308399,0.338844,-0.297015,0.104634,-0.68416,-1.085616,-0.261949,-0.346237,0.492121,0.025337,-0.227195,-0.230115,-0.389446,-0.506857,-0.547955,0.112869,-0.457619,0.113097,-0.929849,0.349133,-0.929102,0.391326,-0.321906,0.491743,-0.945331,-0.272682,-0.395709,-0.081068,-0.574953,-0.484187,0.022434,-0.023186,0.118416,-0.487109,-0.946986,0.087161,1.165646,0.025673,0.178738,-0.685151,-0.395198,-0.459406,0.077147,-0.544161,-1.206369,-0.236128,-0.47704,-0.168298,0.001312,-0.632126,-0.105511,0.159263,-0.018904,-0.613663,0.69807,-0.101481,-0.150236,-0.465948,-0.685529,0.23968,-0.311991,0.297092,0.213066,-0.520329,0.416761,-0.408314,-0.476017,-0.313679,-0.686207,-1.321949,-1.052003,0.809284,-0.943258,-1.05689,-0.959116,-0.649995,0.10331,-0.120737,-0.29986,-0.304894,-1.099632
100649,45,-0.802823,0.42107,-0.14564,0.816142,0.537708,0.924761,0.087435,0.701289,0.756214,-0.097462,0.320811,0.458198,-0.085637,0.901124,0.608521,0.414516,0.533349,0.866677,1.065567,1.025156,0.156893,0.829005,0.019309,-0.254373,0.577973,-0.66426,-0.465457,1.190176,0.073949,0.485673,1.070512,-0.238478,-0.082174,-0.293286,0.777948,0.548035,0.985459,0.477081,0.342853,-0.226067,-0.510831,0.736273,0.483355,0.185464,0.923407,1.7151,-0.119755,1.180341,0.604967,1.182617,0.596032,0.82777,0.762574,-0.018409,1.481587,0.743232,-0.298068,0.29639,0.351475,0.356393,1.017505,0.297268,-0.041131,1.164772,0.462221,0.224994,0.747666,0.99161,0.807257,1.109709,0.7016,0.622938,0.61405,0.015608,0.575798,0.235526,0.199416,0.362487,0.523442,0.323825,1.144123,1.027313,0.175703,0.532385,0.503446,0.217084,1.138264,0.632701,0.268773,0.17738,0.262403,0.121448,1.368725,0.305789,0.576365,0.688542,0.395434,0.278734,0.788862,0.703425,1.162041,0.04899,0.518362,0.532268,0.266705,-0.064568,0.427999,0.730347,1.392151,-0.132245,-0.954025,2.046605,0.241249,-0.748825,0.02152,0.433133,0.244907,1.437758,1.441134,1.301292,1.024985,0.381066,0.911125,0.520765,0.754849,0.712479,-0.093433,0.684838,-0.229485,0.970661,0.660454,0.672734,0.921225,0.252853,0.657311,1.055528,0.437131,0.609478,0.207535,0.176539,-0.345893,0.612654,0.472998,1.282329,0.026498,-0.084101,1.369702,-0.667521,1.157396,1.681296,-0.171598,0.718693,0.342077,1.395763,0.024381,1.116525,0.037154,0.299415,0.879236,0.049053,1.669052,1.101764,0.022538,1.416868,0.563715
100650,37,-0.566521,-1.0813,-0.316039,-0.511559,-0.993902,-0.014673,-0.019328,-0.047661,-0.388312,-0.870535,0.476081,0.730127,-1.358082,0.070945,-0.748675,-0.672353,0.088836,-0.574423,0.1591,-0.50354,-0.072966,0.044911,0.102143,-0.372656,-1.327112,0.350637,-0.190212,-0.386442,-0.200676,0.407901,-0.703179,-0.348051,-0.22084,-0.308429,-0.300303,-0.727838,-0.64327,-0.08585,-0.560374,-0.022165,0.11221,-1.031337,-0.225316,-0.044994,0.405462,0.523053,-1.180047,-0.7657,-0.090738,0.057126,-0.270892,-0.782339,-1.249035,0.045969,0.985814,-0.875408,-0.835599,-0.087118,0.202033,-0.42623,0.133937,0.535537,0.13109,-0.24732,0.403318,-0.233202,-0.38748,-0.681136,-0.142762,0.71138,-0.322953,-0.277258,0.22573,-0.889454,-0.465216,-0.880802,-0.371303,0.304124,-0.647371,-0.453382,0.245333,0.874069,-0.776252,-0.122738,-0.288401,-0.366705,0.015047,0.3112,-0.273323,-0.230027,-0.328578,-0.499345,-0.782861,-1.280651,0.265101,0.077394,-1.191069,-0.574986,-0.879864,-0.244092,-0.550458,-0.003102,0.532798,0.058983,-0.052638,0.345282,-0.889564,-0.124191,-0.517388,0.970533,-0.139015,0.317444,-0.162304,0.109539,0.093771,-0.025037,-0.051714,-0.879636,0.013843,-0.276755,-0.496022,-0.112689,0.467457,-1.090116,-0.810466,-0.403051,-0.767374,-0.255414,-0.81392,-0.110175,-0.523468,-0.236808,-0.277203,-0.583333,-0.732694,-0.291306,-0.015988,-0.279304,-0.887971,-0.393018,0.121422,-0.342583,-0.071641,-0.033068,-0.210173,0.067812,-0.350459,0.184907,0.280919,0.024288,-0.32976,-0.807275,0.247716,-0.810567,-0.534672,-1.369561,-0.202841,0.439213,-0.39195,0.095054,-0.206006,-0.530166,-0.337372,-1.035693,0.542339
100651,33,-0.286401,0.034997,-0.209646,-0.134139,-0.858671,-0.795439,-0.459886,-0.606296,-0.46416,-0.803184,0.256621,0.10828,-0.45039,-0.141696,0.251091,-0.981267,-0.532252,-0.173919,-1.058768,-0.853712,0.105631,0.021931,-1.127015,-0.038089,-0.042512,0.127095,-0.124166,-0.56971,0.063062,-0.168437,-0.70279,-0.846823,-0.242394,0.292808,-1.087905,0.184788,-0.661063,-1.101644,0.306394,-0.900142,-0.22977,-0.096663,-0.747911,-0.067725,-0.626225,-0.164709,-0.603608,-1.058591,-0.970722,0.080303,0.189642,0.364592,-0.081973,-0.437487,-0.024597,-0.313231,-0.661021,-0.292439,-0.398968,-0.553722,-0.257536,-0.675862,-0.176685,-0.676978,-0.252082,0.170827,-0.468235,-0.074173,0.493034,-0.719771,-0.460086,-1.473342,-0.278289,0.172081,-1.127247,0.811088,-0.350653,-0.438467,-0.121367,-0.385546,-0.067941,-0.748929,-0.415614,-1.123181,-0.650694,-0.62455,0.137772,-0.312331,-0.608017,-0.902547,-0.711837,-0.273319,-0.612919,-0.339317,0.500626,-0.822393,0.403222,-0.676798,0.144745,-0.456284,-1.079004,0.395989,-0.139211,-0.150503,-0.568547,-0.477655,-0.053271,0.17732,-0.370045,-0.220185,-0.167783,-1.260258,-1.102514,-0.358337,-0.494135,-1.141204,-0.861671,-0.711157,-0.39128,-0.278271,-0.277933,0.099486,-0.788145,-0.773313,0.038222,-0.290613,-1.338785,-0.061026,-0.287787,-0.177102,-0.720023,-0.354936,0.116772,-0.586847,0.04032,-0.56029,-0.532408,0.295743,-0.083864,0.101091,-0.726706,0.102429,0.59132,-0.085042,-0.446445,-0.858954,0.69665,-0.302011,-0.256502,0.120636,0.640809,-0.237641,-0.296603,-0.681901,-0.560338,0.118535,-0.903212,-1.24019,-0.990091,-0.479729,-0.924093,-0.919931,-0.75686,-0.262119,-1.297915
100652,11,-0.065376,-0.592484,-0.090236,-0.147083,-0.780442,0.061942,0.2429,-0.617102,0.00732,-0.386674,-0.112178,-1.080358,-0.290308,-0.087025,-0.495732,-0.421011,0.507134,0.053631,0.01615,-0.678086,-0.314638,-0.588538,0.474492,-0.924672,-0.263556,0.013524,0.374389,-0.340245,0.373381,-0.431982,0.056533,0.096735,-0.145848,-0.093958,0.243375,-1.054359,0.125654,-0.646049,-0.05124,-1.492064,0.342391,-0.287773,-0.381007,-1.00356,-0.266319,-0.426765,0.329277,-0.50783,-0.538517,-0.448162,-0.630202,-0.578294,-1.07097,0.319229,-0.549654,-0.734075,-0.64643,-0.294491,0.157835,0.441876,-0.256621,0.81135,-0.422185,0.202844,0.056009,0.271327,-0.679264,0.183914,-0.319434,-0.003233,-0.830288,0.186904,0.038366,-0.354741,-0.040163,-0.144181,-0.424457,-0.047836,-0.393285,-0.134479,-0.006402,-0.627712,0.060363,-0.055196,-0.647798,-0.019756,0.604994,-0.558089,-0.374132,-0.214645,-0.084247,-0.721123,-0.309785,0.568017,-0.543586,-1.134766,-0.673891,-0.176156,-0.550217,-0.700105,0.137894,0.0054,0.370882,-0.504705,0.221429,-0.5727,-1.032477,-0.279544,-0.330917,0.600015,-0.335396,-0.699224,-0.163211,0.228375,0.170921,-0.288926,-1.027627,-0.184773,-0.561794,-0.51257,-0.949081,0.38053,0.0398,0.044655,-0.143565,-0.56261,-0.395833,-0.42607,-0.309214,-0.51093,-0.041413,-0.564283,-0.136806,-2.068123,-0.077629,-0.171493,0.216969,-0.371288,-0.914788,-1.3929,-0.796197,-0.930719,-1.292637,0.084691,0.246482,-0.140571,-0.442366,-0.317156,0.273732,-0.980403,-0.174854,-1.686908,-1.509344,-0.384769,-0.797397,0.48693,-0.286094,-0.379386,0.034771,-0.253062,-1.033103,-1.537097,-0.619011,-0.425106,-0.424925
100653,17,-0.090746,-0.640445,-0.43138,-0.317472,-1.092926,-0.529483,-0.243998,-0.688372,-0.175085,0.169523,-0.268179,-0.162026,-0.419677,0.162775,-0.119056,0.00751,-0.429278,0.885721,-0.367145,0.512317,0.735809,-0.289256,0.021802,0.191435,0.498698,-0.764847,-0.980657,-0.309819,0.223029,-0.515745,-1.212023,-0.456296,-0.827633,0.06303,0.35987,-1.45993,-0.083379,-0.582984,-0.520937,-0.250805,-0.089117,-0.657532,0.259743,-0.577235,-0.522053,-0.207151,-0.596095,0.15943,-0.498375,0.437907,-0.217021,-0.551839,-0.146706,-0.69183,1.090728,-0.472632,0.653661,-0.674377,-0.677567,-0.597095,1.125628,-0.151995,-0.927441,-0.251126,-0.515294,-1.245512,0.00061,0.601468,-0.22237,-0.715606,0.645787,-0.222427,-0.014603,-0.694294,-0.920061,-0.267472,-0.694468,0.306514,-0.956209,-0.601665,0.158653,-0.390277,-0.145702,-0.208648,-0.740346,-0.806501,0.220166,-0.054866,-0.535122,-0.809665,-0.259775,-0.592208,0.061527,-0.471265,0.472245,-0.151588,-0.535864,0.08063,0.090326,-0.328529,0.056419,-0.818702,-0.538022,0.26302,-0.48779,-0.319382,0.180734,0.140174,-0.054543,-0.262595,-0.500707,-0.049445,-0.007486,-0.031551,0.157841,-0.846472,-0.540338,-0.383748,0.188423,-0.422848,-1.038253,-0.4362,-0.268839,0.546032,0.08624,-0.591254,-0.775641,-0.34295,-0.404791,-0.349677,0.947173,0.188659,-0.022246,0.751487,-0.478709,-0.749709,-0.295173,-0.096368,0.409055,-0.941678,-0.039708,-0.386756,0.65484,0.61188,-0.982753,0.284793,-0.130451,0.274283,0.22643,-0.139906,-0.999072,-0.086605,-0.186127,-0.694586,0.372323,-0.706484,-0.336363,-0.471933,-0.627169,0.560675,1.013931,0.35104,-0.245836,-0.981511,-0.271687
100654,30,0.191232,0.137932,0.765324,0.459946,1.820375,1.014403,0.640787,0.845594,0.708739,0.269338,1.488078,1.092052,0.029346,1.129961,0.074151,0.702176,-0.510191,0.971009,0.954413,0.934736,0.303342,0.141341,1.221187,0.06988,0.283452,0.722201,1.24811,0.435207,0.460511,0.646925,0.826566,1.047439,0.504042,0.573855,0.666105,0.895969,1.058254,0.847556,0.397311,0.588121,0.282983,-0.099378,0.8438,0.267968,0.777543,0.365855,0.644768,0.186626,0.788668,1.559967,-0.360896,-0.366238,0.283844,1.156996,0.803067,0.577211,0.597707,1.538405,-0.148842,0.552322,1.614314,0.156435,1.418166,-0.30828,0.939247,0.335517,0.518653,1.036867,0.295173,0.908101,0.633927,0.76634,0.632906,0.451491,1.074786,0.822337,0.824544,0.54763,1.369266,1.411437,1.258526,0.873071,0.886877,0.895942,0.866081,-0.144873,1.06862,1.056255,-0.623492,1.113274,-0.674198,0.451945,-0.187114,0.655446,0.083161,0.119007,1.230785,0.156261,0.843817,0.358728,1.68141,0.021201,0.221953,0.808193,0.811878,0.56562,1.164102,1.262069,0.725609,1.010889,0.500164,0.99139,0.643543,0.603723,0.230897,0.173552,0.660934,1.048656,-0.004632,0.357306,-0.207303,0.620302,1.289326,0.936736,0.591571,1.114091,0.130215,0.184669,-0.146079,0.489747,0.098273,0.191489,1.67068,0.073503,0.859043,0.369275,0.112963,0.804098,-0.034257,0.010285,0.790021,0.375373,0.865926,0.547378,1.568561,1.987471,-0.104878,0.520908,1.437835,0.202163,0.420257,-0.348263,-0.153863,1.043716,0.676254,0.264839,0.81061,-0.353945,0.17576,1.69266,0.954097,0.798116,0.224824,1.445936,0.568494
100655,3,0.934882,-0.37111,0.593201,0.378729,0.554979,1.079794,1.025399,1.453084,1.473894,0.777848,0.561145,0.35821,0.04214,0.632285,1.001397,0.54348,0.992932,0.686894,0.886939,1.026068,0.012048,-0.620852,-0.288221,0.944736,0.727775,0.05242,-0.607951,-0.481069,0.786116,1.538228,0.127611,0.712716,0.911974,0.529001,0.158672,0.220346,0.455559,0.265264,0.515352,1.572001,0.226416,0.663153,0.372566,1.356538,0.118578,0.183088,0.920461,0.612596,0.111351,-0.544153,0.481954,0.80053,1.280401,-0.438256,0.497565,1.176518,0.804241,0.982416,-0.292557,0.449265,1.148582,0.085131,0.014693,1.118367,0.428597,1.260258,0.085179,0.160871,1.026954,0.80718,0.452306,0.276479,1.059895,1.572729,0.232451,0.728666,0.011606,0.228457,-0.328569,1.285565,0.200939,1.159817,0.578748,0.76863,0.602332,0.712165,-0.329313,0.785061,0.886809,0.730035,1.037437,0.24671,0.614892,0.739481,0.991297,-0.016278,1.225419,0.507334,-0.712185,-0.259371,-0.345753,1.763474,0.976482,1.812107,-0.623516,0.332534,0.605181,0.643285,0.095998,0.990269,1.350099,0.279911,0.561114,1.071621,0.864106,0.608494,-0.049438,-0.011954,0.274943,-0.088856,0.167468,0.816437,0.712758,-0.519352,0.089153,0.713116,0.043604,0.924942,0.482208,0.15183,0.593237,0.971824,1.242218,-0.503684,0.350458,-0.594957,0.453996,0.827662,0.051358,0.88054,0.876569,0.591005,1.349742,1.13526,0.143871,1.211982,1.124624,0.617753,0.401167,0.335419,0.848499,0.236668,0.240911,1.329222,0.764378,0.419239,1.087484,0.486915,0.098486,0.583003,-0.169447,0.643075,0.566606,0.239738,0.242035
100656,20,-0.012873,0.673764,-0.280333,-0.111349,0.800333,0.308029,1.005059,0.853624,-0.948433,-0.485274,-0.145493,0.327352,0.578191,-0.323988,-0.561276,0.541741,0.61428,-0.498729,-0.335926,-0.576989,-0.575562,0.90491,1.038346,-0.904493,-0.541254,0.28409,-0.511924,-0.050556,0.540048,0.012613,0.314035,0.501188,-0.052867,-0.511022,0.691671,-0.133497,-0.556942,-0.218216,-0.833142,-0.662135,0.506332,0.644202,0.246264,-0.176542,-0.920563,1.012315,0.655843,-0.227216,0.034243,-0.220347,0.373323,-0.66257,-0.440018,0.320065,0.084638,-0.659062,-0.690412,-0.102754,-0.061769,-0.783724,-0.542608,0.506882,-0.317855,-0.579778,-0.678259,-0.168705,0.028091,-0.435144,0.226243,-0.354189,0.292823,-0.057972,0.207362,-0.90797,-0.312299,-1.08348,-0.630488,-0.357006,0.110366,-0.714502,0.024807,-0.151434,-1.034271,0.413841,0.204803,-0.684651,0.477736,0.812663,-1.32789,-0.240666,0.297576,-0.577036,0.389662,-0.056425,-0.025494,-0.727899,-0.135387,-0.188135,0.667534,-0.490418,0.045461,-0.679849,-0.35153,0.032385,-0.510907,-0.346571,-0.147898,-1.127375,0.044867,-0.22355,-0.01081,-0.926457,-0.702815,-1.001407,-0.272151,-0.461321,0.22357,-0.76685,0.183752,0.014103,-0.189994,-0.60346,0.338558,0.411389,-0.124918,-0.087623,-0.170711,-0.292841,0.12552,0.091378,-0.399378,0.089453,0.746315,-0.358207,0.505014,0.532494,-0.133805,-0.464834,0.236828,-0.278657,-0.7739,0.544822,-1.412766,-0.48741,-0.381346,0.773716,0.465436,0.122699,-0.061493,0.315234,0.094448,-0.66221,0.451735,0.169161,-0.086639,0.036897,-0.525872,-0.025861,-0.555197,-0.242284,0.520532,-0.454755,-0.889341,-0.4992,0.915048
100657,19,-0.402427,-0.2795,-0.019504,-0.217069,-0.459579,0.661547,-1.164196,-0.074952,-0.103401,-0.539304,-0.433616,0.276528,0.441781,-0.444676,-0.721774,-0.21457,0.726565,-0.069144,-0.429127,-0.781237,-0.20899,-0.232174,-0.39041,-0.162662,0.598319,-0.244604,-0.325339,-1.091439,-0.773577,-0.233478,-0.247761,0.481657,-0.642664,0.505128,-0.146607,0.239962,-0.104215,0.105714,-0.103709,-0.545315,-0.042757,-0.190983,0.124196,0.171782,0.668001,0.222979,-0.55072,0.22093,-0.454989,-0.29496,-0.078158,-0.953952,-0.515433,-0.164573,-0.244825,-0.053035,-0.90803,-0.533456,-0.473363,-0.777707,-0.644447,-0.430669,-0.565736,-0.673702,-0.778005,-1.222132,-0.580433,0.136944,-0.090311,0.404008,0.199473,-0.056185,-0.473414,0.387593,0.119439,-1.200703,-0.105702,-0.229602,0.163356,-0.740496,-0.855256,0.074317,0.094333,-0.538386,-0.245229,-0.485081,-0.249801,-0.131391,-0.547211,0.111764,-0.936504,-0.698064,-0.339382,-0.093272,-0.539137,0.136839,0.163622,-0.307262,0.130683,0.393134,-0.545345,0.175203,-0.413278,-0.100325,-0.477892,-0.595728,0.493041,-0.983116,-0.232286,-0.153225,-0.285108,-0.246851,0.83967,-0.14097,0.576417,-0.126142,-0.92404,0.400656,-0.468634,-0.266692,-0.734499,0.488447,0.145854,0.33438,-0.32143,-0.292819,0.565159,0.339595,0.072262,-0.677977,-0.429104,-0.004758,-0.172086,0.299709,-0.331562,-0.513447,-0.086636,0.024673,-0.631633,0.241157,-0.511413,0.856207,-0.856361,-1.278786,0.576051,-0.587481,-1.109328,-0.974854,-0.632668,-0.391986,-0.651091,0.199256,-0.065416,-0.189001,0.115891,-0.562568,0.341268,-0.395587,-0.56755,-1.151286,-0.023697,0.180011,0.298676,0.604377,-0.891921
100658,7,1.847463,-0.138531,-0.429308,0.717222,0.825033,-0.081955,0.415448,0.076459,0.66085,1.160483,0.62112,0.37353,1.138407,0.656809,-0.130249,0.043224,1.226093,0.203506,1.658981,1.233958,0.446108,0.60529,1.017687,0.332699,0.744778,0.498104,0.652656,-0.58687,0.764601,0.897251,-0.073739,0.751286,1.367713,0.240953,0.671671,0.855737,0.234811,0.678149,0.031755,0.332771,0.311281,1.016749,0.210124,0.433712,0.094588,0.004454,1.002196,0.620567,-0.250587,0.601021,0.301535,0.105062,0.467872,-0.651705,0.36098,0.22386,0.504456,0.317534,0.572668,0.515407,0.973157,-0.232071,-0.083948,1.276443,0.311818,0.431672,0.555271,0.812067,-0.412894,0.374756,0.672746,0.158477,0.481163,1.073143,1.049801,0.716495,0.356094,0.291572,0.795299,0.30999,0.262164,0.80774,0.91889,0.436219,1.403685,0.642587,0.423185,0.616744,1.411087,-0.199624,0.393076,1.196,1.551338,1.272949,1.12176,0.643541,0.360627,0.486144,-0.552562,0.423254,0.470019,-0.112836,1.368717,0.110603,0.863218,1.19232,0.420468,0.376912,0.351054,-0.096858,-0.224182,0.945326,-0.446666,0.243124,0.685605,1.0482,-0.037212,-0.115761,0.055654,0.651238,0.588154,0.58547,-0.025262,0.298081,1.565314,1.240067,0.841382,0.146625,0.289625,0.959516,0.148646,0.315869,0.631253,0.013757,0.647985,-0.023696,0.093769,1.081941,-0.433678,0.700184,-0.665704,0.302863,0.053286,0.614046,0.330162,0.443452,0.86299,1.07983,0.387076,0.919758,0.457313,0.712167,1.691043,1.109991,0.849012,0.830902,1.185244,0.44126,0.959131,-0.092553,0.364994,0.131033,0.994487,0.337679,0.578855
100659,4,0.008937,0.212992,-0.368762,0.092826,-0.72427,-0.556057,-0.146565,0.44736,0.102972,-0.41404,-0.473414,0.882598,-0.375615,-0.637418,0.333193,-0.186413,0.24058,-0.169482,0.162624,-0.911945,-0.370958,-0.025222,-0.64125,-0.620875,1.081386,0.044832,-0.467029,1.007813,0.722557,0.891141,0.007773,-0.157462,0.335468,-0.747293,-0.241336,0.383759,-0.023125,0.051748,0.948531,-0.124385,0.678874,-0.556575,0.389896,-0.256054,0.138836,0.654186,0.596038,0.623056,0.048754,0.073984,0.102537,-0.369668,0.608107,-0.252778,0.636043,0.494093,-0.047443,-0.316005,0.11163,-0.404399,0.076908,0.322669,0.400683,-0.073584,-0.342701,-0.164774,0.224668,0.447296,-0.266903,0.515288,0.313227,0.028085,0.190986,-0.386601,-0.57603,-0.03604,0.166157,-0.353729,0.488773,-0.141841,-0.774351,0.242058,0.435952,0.438146,0.994407,0.031761,0.445854,0.167327,-0.438853,-0.515952,0.907343,-0.388814,0.534829,0.251287,-0.615427,-0.245342,-0.521226,0.156044,-0.254501,-0.131592,-0.38795,-0.187885,-0.038839,0.154929,-0.866925,-0.076097,0.72692,0.052438,-0.124737,0.261021,-0.044905,-0.293542,0.60036,0.241392,-0.468878,-0.371446,-0.854269,-0.355182,-0.307463,-0.465305,-0.216331,0.016569,-1.591657,-0.667822,-0.721784,1.023485,-0.142187,-0.134954,0.298959,-0.493584,0.206645,0.211794,0.240088,-1.04955,-0.286348,-0.26877,-0.312795,-1.001496,0.164098,0.259995,-0.045295,-0.031359,1.373614,-0.134544,-0.168932,0.014573,-0.533543,-0.685258,0.72209,0.556551,-0.190585,-0.207477,0.728731,-0.201626,-0.344281,0.183722,0.802154,0.052794,-0.391695,0.176009,-0.008539,0.521904,0.338671,0.016461,0.076877
100660,18,0.70539,1.527395,1.166635,1.011511,1.56165,0.681172,0.74781,0.597893,0.279519,0.598076,1.016946,-0.080676,0.749547,1.299265,0.265686,1.204967,0.716372,0.933233,1.514821,1.776101,0.511371,0.561226,0.489458,1.008512,0.814503,1.463016,1.661389,0.955627,0.672545,1.595845,0.755303,1.234502,1.465024,0.736085,0.753446,0.12499,1.44554,0.425873,1.165482,0.775414,0.289588,1.597365,-0.264218,0.29472,0.916486,1.238883,0.781589,0.692759,0.553072,0.348421,0.934423,1.086882,0.865531,0.32299,1.442529,0.947905,-0.309036,1.244996,1.53531,1.015702,1.328748,0.418751,1.568979,0.130066,0.726478,0.724184,0.986927,0.445229,1.453982,0.715784,0.925288,0.381004,0.569989,0.668565,0.782613,1.025684,1.599157,0.233485,-0.188717,0.386147,1.685578,0.969321,0.8549,0.94247,0.802239,1.723178,0.591472,0.196545,1.737357,0.968223,0.07789,0.687233,-0.016414,1.569026,1.086845,0.485056,1.474765,1.029225,1.121184,0.09214,1.401327,1.855384,-0.26994,1.023767,1.317117,1.623776,1.50378,-0.051092,0.153002,0.678523,0.457671,-0.010787,0.587808,0.627435,0.812398,1.04862,1.146025,0.857583,0.576865,0.623233,1.265846,0.358498,0.984349,0.117505,1.13424,0.009457,0.363425,1.504487,0.458654,1.640971,0.341632,1.320845,0.28885,0.563833,0.973332,0.327267,0.676718,0.561372,0.385366,0.728576,0.17736,1.049595,1.428862,0.823805,1.312574,0.512123,-0.045957,0.553688,0.217891,0.480629,1.549131,0.466185,0.583355,0.9367,0.676414,0.1259,0.534445,0.587951,-0.320974,0.850848,0.703979,1.174468,1.05074,1.135892,0.531868
100661,8,0.251702,-0.716882,0.529881,0.352969,0.220032,0.836066,-0.000992,1.7875,-0.098496,-0.54107,1.448676,0.041664,-0.050482,0.644664,-0.061686,1.143096,0.535527,0.396107,0.844609,0.576773,0.090609,0.617151,0.104911,0.599565,1.148708,1.04071,-0.559077,0.476694,0.76043,0.193128,0.933505,0.266332,0.651124,0.816653,0.4942,0.918782,0.443764,0.834406,0.040275,0.494508,0.427826,-0.082463,0.368064,0.45832,0.250839,0.97083,0.600697,0.064907,0.505348,1.444972,1.673886,0.466757,0.84041,1.433352,0.661807,0.964219,0.521207,0.038803,0.429266,1.311944,0.502831,0.878425,1.062299,0.58819,0.283043,0.87775,-0.464907,0.577294,1.381863,0.150855,0.049525,0.967112,0.207644,0.571117,0.381156,-0.081115,-0.29785,1.018156,-0.003993,1.411458,1.33183,0.260678,1.145805,0.711053,-0.083162,-0.376615,0.901092,0.483489,0.696933,0.35045,-0.533841,-0.042409,0.172561,1.215245,0.391706,-0.758191,0.392099,0.666978,0.186306,1.733579,0.824539,1.789754,0.209036,0.457132,0.472116,0.862242,-1.017562,-0.191422,0.356868,0.279507,0.566285,0.414199,0.857389,1.302837,-0.397458,0.133368,0.190503,-0.464708,0.328244,1.200519,0.646727,0.175657,0.532127,0.542414,0.654256,0.013143,0.229127,-0.64909,0.987892,0.305885,0.676053,-0.182019,0.791581,1.307913,1.355604,0.645049,0.23111,1.226562,-0.043099,0.841028,0.461066,0.177144,0.602389,0.262546,0.306623,0.46377,0.830786,0.515588,0.362092,0.772607,0.362597,-0.085298,-0.212045,0.185701,1.016196,1.401491,0.649749,0.289422,0.458856,0.693867,0.625438,0.646227,0.528887,0.354381,0.953087
