txId1,txId2
100108,100301
100109,101991
100109,101265
100109,101531
100110,100521
100110,100489
100111,100791
100112,100711
100112,100329
100113,101976
100113,100520
100114,100073
100114,100473
100116,100507
100116,100625
100117,101158
100118,101394
100118,101413
100118,101238
100119,100157
100120,100668
100120,101499
100122,100463
100122,100872
100124,100095
100125,100439
100125,100265
100127,100155
100127,100309
100130,100888
100132,100091
100132,100557
100136,100505
100137,100256
100137,100069
100137,100129
100138,101727
100138,100049
100138,100119
100139,100889
100139,100870
100139,101673
100140,101229
100140,101088
100140,101021
100141,100853
100141,101845
100141,100882
100142,100401
100142,101239
100142,100692
100144,101147
100144,101865
100145,100833
100146,101982
100146,101187
100146,100975
100147,101780
100148,101064
100148,101845
100149,100304
100149,101171
100149,100122
100151,100510
100151,101173
100152,101400
100152,100104
100152,101165
100154,100158
100154,101950
100154,100369
100155,100717
100155,101514
100156,101992
100156,101078
100157,100898
100157,100045
100157,101319
100159,101421
100159,101117
100159,101649
100160,101676
100162,101121
100162,101143
100163,100022
100163,101131
100164,100263
100164,101986
100165,101184
100166,100917
100166,100452
100167,100278
100167,100250
100167,100971
100168,100430
100168,100388
100168,100875
100172,101293
100172,101329
100172,101727
100173,101554
100173,101897
100173,101191
100174,101054
100174,100934
100174,101347
100175,101241
100175,101251
100175,101241
100177,101435
100177,100851
100178,101379
100180,100465
100182,101444
100182,100019
100182,100582
100183,101926
100183,101777
100185,100518
100186,100817
100187,101481
100188,100288
100188,101778
100189,101206
100189,101697
100191,101800
100193,101623
100193,100967
100193,101075
100194,101142
100194,100667
100195,101304
100195,101532
100197,100665
100197,101977
100197,101600
100198,100204
100198,101464
100199,101504
100200,101301
100200,100428
100201,101034
100201,100281
100202,101799
100202,101743
100202,100471
100203,100473
100204,101225
100204,100193
100205,100312
100206,100706
100206,101787
100208,101305
100208,100928
100208,101091
100209,100203
100210,101961
100210,101684
100211,100653
100211,101420
100212,101709
100213,101212
100213,100991
100214,101992
100214,100496
100214,100143
100215,100856
100215,101234
100217,101832
100217,100268
100217,100674
100219,100712
100219,101727
100219,101880
100222,101752
100223,100793
100223,101097
100224,101987
100224,100761
100226,100512
100227,100559
100227,100878
100227,101862
100228,100914
100228,100243
100229,100039
100229,100071
100231,100887
100231,101303
100231,101095
100233,100761
100233,100212
100233,100417
100235,100608
100235,100457
100235,101013
100236,100737
100237,101753
100237,100229
100238,101004
100238,101002
100239,100777
100240,100252
100240,100099
100240,101515
100241,100500
100242,100887
100242,101816
100244,101405
100245,100434
100245,101980
100246,101743
100246,101270
100247,101790
100247,100910
100249,100515
100249,101200
100249,100232
100250,101350
100251,100182
100251,100746
100252,100959
100252,100324
100254,101122
100254,101035
100254,101779
100255,100905
100256,100552
100256,101370
100256,100458
100257,101157
100257,100757
100258,101500
100260,100777
100261,100760
100261,101634
100261,101499
100262,101528
100262,101845
100263,100093
100263,101317
100264,100738
100264,100057
100265,100679
100267,101848
100268,101426
100269,101180
100269,101561
100269,100299
100270,101056
100270,100931
100270,101668
100271,100449
100271,100467
100271,100503
100272,101436
100273,100681
100275,100717
100275,100743
100275,101558
100276,101938
100277,100409
100277,101571
100277,101185
100281,101010
100282,101499
100282,100462
100283,101323
100283,101379
100286,101689
100288,101773
100289,100733
100290,101311
100290,101252
100290,101692
100291,100083
100292,101935
100292,100890
100293,100749
100293,101860
100293,101274
100294,100431
100294,101230
100296,100134
100296,101889
100296,101267
100298,101672
100298,101715
100298,100276
100299,100622
100300,101112
100300,100140
100300,100398
100301,101539
100301,100565
100301,100643
100302,100424
100302,100230
100302,100590
100303,100962
100304,101241
100304,100386
100304,100655
100305,100526
100305,101892
100305,100512
100306,100564
100309,101324
100309,100382
100312,100067
100312,101600
100315,100948
100315,101433
100316,101712
100317,100362
100319,101165
100319,100632
100320,100688
100321,100103
100321,101779
100321,101639
100322,101886
100322,101472
100323,100075
100324,101149
100325,100152
100325,101965
100325,101981
100326,101215
100327,100243
100327,100412
100327,100685
100328,100361
100328,101285
100328,101804
100329,101554
100331,101124
100332,100289
100332,100959
100332,100990
100333,100349
100333,100602
100334,101213
100335,100851
100335,101031
100336,101181
100337,100370
100337,101982
100337,100732
100339,101896
100339,100943
100339,100604
100340,101623
100340,100441
100340,100625
100341,101745
100341,100912
100342,100610
100342,101813
100344,100031
100344,100338
100344,100471
100345,100027
100350,100806
100350,100420
100351,100274
100352,101609
100352,100970
100353,101359
100353,100913
100356,100839
100356,100471
100359,100513
100359,101317
100360,101943
100360,101189
100361,101769
100362,100503
100362,101329
100362,100144
100363,100327
100363,100598
100363,100204
100364,100670
100364,100929
100364,101890
100365,101552
100365,100564
100367,101292
100368,100968
100368,101271
100369,101913
100370,101995
100370,100987
100370,100369
100372,101851
100372,100217
100372,101173
100373,100495
100374,101824
100374,100215
100374,100566
100378,100921
100378,100739
100378,101906
100379,100259
100379,101315
100379,101195
100381,100853
100381,100595
100381,100750
100382,100815
100382,101867
100382,100266
100383,100567
100383,101038
100383,101635
100384,100812
100384,101118
100384,100025
100385,100541
100386,101080
100388,101253
100388,100053
100392,100827
100394,101796
100394,101515
100394,100812
100395,100981
100395,100987
100396,100748
100397,100506
100397,101076
100397,100044
100398,100900
100399,101071
100399,100588
100399,101615
100400,100905
100401,101239
100404,101517
100404,101886
100404,101071
100405,101286
100405,101621
100405,100329
100406,100950
100406,100264
100407,100646
100408,100236
100408,101399
100408,100737
100410,100689
100410,100033
100411,101785
100412,101584
100412,100266
100412,101873
100413,101130
100413,101792
100415,101441
100416,100321
100416,101638
100417,100356
100417,100068
100417,100214
100419,101090
100420,101271
100420,101478
100421,101970
100421,101036
100422,101583
100422,100349
100423,100926
100423,100367
100424,101801
100424,100718
100424,101013
100425,101011
100425,100128
100426,101395
100426,100227
100426,100493
100427,101980
100428,100707
100428,101165
100428,100515
100429,100180
100431,100804
100432,101483
100432,101794
100433,101057
100433,100866
100433,101212
100436,100621
100436,101612
100437,100346
100437,100183
100438,100117
100438,101684
100440,100710
100440,100231
100440,101359
100442,100028
100442,100076
100442,101347
100444,100343
100444,101546
100444,100604
100445,101011
100445,101082
100446,100974
100446,101618
100447,100459
100449,100686
100449,101413
100450,101541
100451,100965
100451,101889
100454,100170
100454,101651
100454,100863
100455,101747
100455,101256
100456,101849
100456,101427
100458,100916
100458,100934
100458,101859
100459,101387
100460,101913
100460,101659
100461,100531
100461,100067
100462,101430
100462,100512
100463,100407
100464,101476
100464,101817
100465,101435
100465,101117
100465,101237
100466,100658
100466,101480
100466,100264
100467,100060
100467,100269
100467,100474
100468,101799
100468,101571
100469,101900
100469,100886
100470,101262
100470,101962
100471,100489
100471,100705
100472,100278
100473,100298
100474,101272
100478,100978
100478,101867
100480,100577
100481,100593
100482,101819
100482,101834
100482,100868
100484,100122
100485,101103
100485,101971
100485,101702
100486,100744
100486,101503
100486,101826
100487,101194
100488,101149
100489,100477
100489,101871
100489,101108
100490,101557
100491,101725
100491,100633
100492,100179
100492,100159
100493,100388
100494,100412
100494,100648
100494,100582
100495,101136
100496,100346
100497,100945
100497,101676
100499,101577
100499,100259
100499,101765
100500,100057
100500,101210
100501,101144
100501,101247
100501,100695
100502,100015
100502,101930
100505,100685
100505,100975
100506,100773
100506,100233
100506,101864
100507,101092
100508,100022
100508,101841
100509,100447
100509,100882
100509,101553
100510,100622
100512,101387
100512,100671
100513,101850
100513,101238
100513,101263
100514,100634
100514,101955
100514,100628
100515,100581
100515,100128
100515,101690
100517,101878
100517,101421
100517,101226
100519,101004
100520,100427
100520,100737
100520,101921
100521,100108
100521,101586
100522,100827
100522,101782
100523,100133
100523,101085
100523,100516
100524,100055
100525,101219
100525,100960
100525,101020
100527,100576
100527,100300
100528,101769
100528,101004
100530,101999
100531,100352
100531,101611
100531,100834
100532,101593
100533,101611
100537,100010
100537,101288
100537,100065
100538,100730
100538,101133
100539,100446
100539,101719
100539,101801
100540,100570
100540,100428
100542,100666
100544,101185
100545,101357
100545,100594
100545,100770
100546,100240
100546,100269
100546,101166
100547,101804
100547,100499
100547,100195
100548,101064
100549,101732
100552,101967
100552,101486
100553,101671
100553,101803
100553,101113
100554,100465
100554,100135
100555,100387
100555,100622
100555,101703
100559,101766
100559,100632
100559,100948
100563,100078
100563,100144
100563,101932
100564,100211
100564,101150
100564,100252
100565,101473
100565,100421
100565,101819
100566,101036
100566,100194
100568,100835
100570,100460
100572,100233
100572,100415
100572,101427
100573,101175
100573,100579
100575,100666
100575,100234
100575,100393
100576,100777
100576,100150
100577,100716
100577,101277
100577,101311
100578,100900
100580,101466
100580,101803
100581,101678
100582,101428
100582,101628
100582,100339
100583,101853
100584,100018
100585,101280
100585,101888
100586,100294
100587,101491
100588,100787
100588,101773
100588,100499
100589,100153
100589,100313
100590,101690
100590,100391
100590,100916
100591,101233
100591,100414
100591,101912
100592,100549
100592,100786
100592,101614
100594,100118
100594,100114
100596,100944
100596,101404
100596,100742
100597,101384
100597,100445
100598,101061
100599,101889
100599,100135
100599,100952
100601,101264
100601,101304
100602,100989
100602,101822
100603,100735
100605,101067
100605,101169
100605,100006
100610,101108
100610,100502
100610,101476
100611,100089
100611,100718
100611,100448
100612,100475
100613,101072
100613,101751
100615,100650
100615,101672
100616,101708
100616,100995
100617,100372
100618,100023
100618,101005
100619,101358
100621,100932
100621,101639
100621,100720
100623,101821
100623,100023
100623,100562
100624,100712
100624,101631
100625,101533
100625,101656
100625,101066
100626,101897
100626,101660
100626,100806
100629,100328
100629,100076
100630,100312
100630,101628
100630,101766
100631,100933
100631,101862
100631,101600
100634,100081
100636,101507
100636,100742
100636,101567
100637,101013
100638,100739
100638,100872
100638,100527
100639,100245
100639,100872
100642,101535
100642,101510
100643,100737
100643,100092
100645,101055
100647,100446
100647,101673
100647,100027
100649,101423
100649,101251
100649,100352
100651,100448
100652,101935
100653,101520
100653,100158
100653,101611
100655,100441
100656,101030
100656,100864
100656,101915
100658,101405
100658,101076
100659,100286
100660,101606
100660,101725
100660,101717
100661,101741
100663,101124
100663,101638
100664,101026
100664,100412
100665,100204
100666,101635
100667,100644
100668,101450
100668,101026
100669,100621
100669,100632
100670,101321
100670,100039
100670,100692
100671,100611
100671,100388
100672,101271
100672,100683
100673,101372
100673,100422
100673,101415
100674,101772
100675,100613
100675,101430
100675,100520
100676,100255
100676,101792
100676,100755
100677,101930
100678,100244
100678,100399
100679,100050
100679,100659
100681,100841
100681,100654
100681,100988
100682,100843
100683,101205
100684,100996
100684,101398
100684,100776
100685,100691
100685,101290
100685,101964
100686,100050
100686,100028
100687,101539
100688,100267
100691,100035
100691,101739
100692,100896
100693,100815
100694,100800
100694,101926
100696,100365
100697,101942
100697,101558
100697,100435
100698,101880
100698,101888
100699,101867
100699,101564
100699,100582
100700,100023
100700,100325
100700,100826
100702,100257
100702,100478
100703,100064
100705,101092
100705,100075
100705,101803
100706,100881
100706,101530
100707,100700
100707,101864
100710,101966
100710,101274
100711,101122
100712,100141
100712,100364
100712,100560
100713,100302
100714,101289
100714,101723
100714,101931
100715,100616
100715,101696
100715,101156
100716,100807
100717,100397
100717,100743
100717,101075
100719,101828
100719,101535
100719,100145
100720,100354
100722,101335
100722,100421
100722,100165
100723,101909
100723,101798
100724,100355
100724,100040
100724,100444
100727,100076
100727,100093
100727,100097
100729,100815
100729,100935
100730,101145
100731,100449
100732,101838
100732,101437
100732,100608
100733,100999
100733,101192
100734,100781
100734,100428
100734,101658
100735,101043
100736,100460
100736,100621
100737,101261
100737,101112
100738,100910
100739,100252
100739,100036
100742,100635
100742,100347
100742,101971
100743,101813
100743,100514
100743,100300
100745,100682
100747,100797
100747,100156
100748,101442
100749,101225
100749,100035
100749,100495
100750,100671
100750,100781
100751,100618
100752,100081
100753,100079
100754,101666
100754,100460
100754,101356
100756,101891
100757,101380
100758,101969
100759,100358
100759,101580
100760,101738
100760,101916
100761,100851
100761,101420
100761,100950
100762,100021
100762,101078
100764,101771
100764,100970
100764,101485
100765,100171
100765,100779
100766,101394
100766,100114
100768,101003
100768,101396
100768,101668
100769,100964
100769,100920
100769,100642
100770,101276
100770,100937
100771,101316
100771,100331
100772,100167
100773,100859
100773,101588
100774,100397
100774,100095
100774,100351
100777,101211
100777,100734
100777,101542
100778,101243
100778,101135
100778,101419
100779,100551
100780,100600
100780,101058
100780,100738
100781,100433
100783,101249
100783,101024
100783,100403
100784,100621
100785,100962
100789,101895
100789,100421
100791,100519
100791,101125
100791,101606
100792,100278
100794,100040
100796,101195
100796,100485
100797,100355
100797,101550
100799,101287
100800,100627
100801,100660
100802,101665
100802,101964
100803,100256
100803,101362
100804,101625
100804,101702
100805,101051
100806,101399
100807,101765
100807,100329
100808,101368
100808,100820
100808,101421
100810,100335
100811,100755
100813,101501
100815,100625
100817,101533
100817,100748
100817,100131
100819,101460
100819,100711
100819,100409
100820,100398
100820,101588
100822,100269
100822,100506
100823,101815
100825,100542
100825,101555
100826,100377
100829,101565
100830,101493
100830,100707
100832,101875
100832,101519
100833,101102
100833,100164
100833,100601
100835,101949
100837,101576
100838,100225
100838,100579
100838,100685
100839,100711
100839,101864
100841,101825
100841,101351
100842,100659
100842,101136
100843,100183
100844,100427
100845,100671
100846,101182
100847,100703
100847,100409
100847,101720
100848,100401
100848,101692
100850,101839
100850,100101
100850,100957
100851,100283
100851,101239
100852,100427
100853,101719
100853,101422
100854,101327
100855,101671
100856,101847
100856,100396
100857,101373
100857,100570
100857,100221
100858,100479
100858,100249
100858,101218
100859,100162
100860,101318
100860,100641
100860,100851
100861,100527
100861,101864
100861,101826
100862,101485
100862,101600
100862,101722
100863,100588
100863,101302
100863,100690
100864,101563
100865,101372
100865,101372
100867,101855
100867,101158
100868,100972
100868,100391
100868,100718
100869,100707
100869,100910
100870,100409
100871,101439
100871,101932
100871,101726
100872,100886
100873,100990
100873,101783
100874,101092
100875,101716
100875,100763
100876,100362
100876,100332
100877,100519
100877,101188
100877,101013
100878,100043
100878,100102
100879,101901
100879,100121
100880,100388
100882,100647
100883,101252
100884,100460
100885,101587
100886,101660
100886,101547
100886,100424
100887,100303
100887,100819
100888,101523
100889,101699
100889,100468
100889,101498
100891,101623
100891,101273
100892,101337
100892,101543
100892,100615
100893,101514
100893,100205
100893,101773
100894,101180
100894,101614
100894,101488
100895,100707
100895,101593
100896,100382
100897,100379
100897,101553
100897,100988
100898,101377
100900,100537
100900,101640
100900,101411
100904,101958
100904,101019
100905,100891
100906,101079
100906,101843
100907,100341
100908,100600
100910,100892
100910,100322
100910,100953
100911,101798
100911,101107
100911,101188
100913,101509
100913,100286
100913,101713
100914,100457
100914,100232
100914,101726
100915,100887
100915,100351
100915,100662
100916,101975
100916,100766
100917,101009
100918,101951
100918,100341
100918,101246
100919,100792
100919,100061
100920,101334
100920,101117
100920,100496
100921,101988
100921,101765
100921,100896
100922,101160
100923,100085
100923,100185
100923,101144
100924,101122
100925,100243
100925,100839
100926,100859
100926,100125
100926,100081
100927,101597
100927,100742
100929,100109
100930,101328
100930,101978
100930,101866
100931,100951
100931,100466
100931,100315
100932,100918
100932,100460
100932,100917
100935,101000
100935,101051
100936,101238
100937,100673
100937,101830
100937,100269
100938,101610
100939,100857
100940,101491
100940,101936
100940,101550
100942,101806
100942,101526
100942,101787
100943,100415
100943,101975
100943,101452
100944,101749
100944,101984
100944,100553
100946,101590
100947,100652
100948,101605
100951,101336
100951,101975
100952,100354
100952,100578
100952,100915
100953,101594
100953,100095
100954,101297
100955,101795
100956,101962
100956,100592
100956,101298
100958,100192
100958,101438
100958,100810
100959,100267
100959,100497
100960,101241
100961,100991
100961,101745
100962,101851
100962,101348
100962,100082
100963,100241
100963,101194
100965,100080
100965,100232
100966,100418
100966,101746
100966,101301
100969,101683
100969,101040
100971,100065
100972,101722
100972,100031
100972,101478
100973,101106
100975,101030
100976,100664
100978,100911
100978,101540
100979,100966
100979,100685
100979,101063
100980,100660
100980,101189
100982,101386
100983,101286
100983,100285
100983,100611
100985,101767
100986,101303
100987,101303
100987,101429
100987,101656
100988,100482
100988,101937
100988,100877
100989,101326
100991,101609
100993,100456
100993,100115
100994,100971
100995,101762
100995,100862
100995,101775
100996,100233
100996,100481
100996,100868
100997,101099
100998,100695
100999,101509
100999,100640
101001,100550
101001,101293
101001,100015
101003,101074
101003,101226
101003,100315
101004,100480
101004,101371
101005,100129
101005,101619
101006,100572
101006,101928
101007,100535
101009,101813
101010,100532
101010,100819
101011,100406
101011,101195
101011,100333
101012,100659
101013,100318
101015,101847
101015,101341
101015,101370
101017,100947
101018,100914
101018,100869
101019,100500
101020,101289
101022,100410
101023,100244
101023,101880
101023,101193
101024,101684
101024,100013
101025,101780
101025,100937
101026,101320
101026,100842
101027,101599
101027,100619
101028,101531
101028,101037
101028,101006
101029,100275
101029,101202
101029,101005
101031,100819
101032,100391
101033,101977
101034,100051
101034,100381
101034,100245
101036,100019
101036,100462
101036,100782
101037,101785
101037,101422
101037,101186
101038,100995
101038,101875
101038,101523
101039,101911
101039,101103
101039,100934
101040,100305
101042,101297
101042,100503
101043,100705
101044,100362
101044,101543
101044,101434
101048,101709
101049,100525
101049,101664
101049,101381
101051,100929
101051,101446
101052,100849
101053,101082
101053,101897
101053,101843
101054,100001
101054,100688
101056,100630
101056,101444
101056,101710
101057,101457
101057,100170
101058,101210
101058,100245
101059,100917
101059,101940
101060,101445
101060,101461
101062,101078
101062,100938
101063,101046
101064,101914
101065,101050
101065,101537
101066,101165
101066,101675
101067,101963
101067,101936
101067,100202
101068,100139
101068,101240
101071,100318
101072,101604
101072,100573
101072,100159
101073,100225
101073,101971
101074,101460
101074,100564
101074,100940
101077,100002
101078,101202
101078,101755
101078,101174
101079,100564
101079,101196
101080,100793
101081,101809
101081,100511
101081,100473
101083,101012
101084,100665
101086,100502
101086,101228
101088,100368
101088,101690
101088,101661
101089,100981
101089,100636
101090,100867
101090,101095
101090,100431
101091,100912
101091,100459
101092,100596
101095,100262
101095,101820
101095,101957
101096,100305
101096,101124
101096,101758
101097,101405
101099,100233
101099,101072
101099,100956
101100,100195
101100,100514
101100,101546
101101,100264
101101,100686
101102,101491
101102,100698
101103,100105
101103,101264
101104,100535
101105,101471
101105,101052
101106,101687
101106,100613
101106,101341
101107,100397
101108,100548
101108,100156
101109,101239
101110,100312
101110,101170
101111,100847
101112,100691
101114,100566
101114,101441
101114,100403
101115,100131
101115,100556
101116,101153
101116,101925
101116,101214
101118,101826
101118,101091
101118,101588
101119,101924
101119,100795
101119,101600
101121,101609
101122,101229
101123,100701
101124,100964
101124,101638
101127,101465
101130,101565
101131,101139
101131,100027
101131,100030
101132,101976
101132,101066
101133,100769
101136,101371
101136,101184
101138,100302
101139,100959
101141,101011
101141,101894
101143,100540
101143,100950
101145,100970
101145,100553
101145,101853
101146,101086
101147,101487
101147,100420
101148,100864
101148,101958
101149,100080
101149,100146
101150,100121
101151,100297
101151,101659
101152,100489
101152,100925
101153,100800
101154,101796
101155,100775
101156,100384
101156,100720
101156,101137
101157,100679
101158,101882
101158,101204
101158,101140
101159,101028
101160,100489
101161,100524
101161,101894
101161,100283
101162,101009
101162,100124
101163,101966
101163,100522
101163,101077
101165,100926
101166,100510
101167,100600
101167,100817
101167,101704
101169,100795
101170,101702
101171,100974
101171,100075
101172,101971
101172,100318
101172,100931
101173,100001
101173,100555
101174,101939
101174,101350
101174,100824
101178,101155
101178,101527
101178,101115
101179,101279
101180,101603
101180,100935
101181,101076
101181,101556
101181,100845
101183,100555
101183,100204
101184,100257
101184,101142
101186,101172
101188,101531
101188,101546
101189,100679
101189,101171
101189,101534
101190,100678
101190,100745
101192,101951
101192,101061
101193,101846
101193,100214
101193,101053
101198,100284
101198,101163
101198,101218
101200,101483
101200,100941
101200,100017
101201,100281
101201,100205
101201,101631
101202,101970
101204,100023
101205,100642
101205,100830
101205,101072
101206,100714
101206,101229
101207,100930
101207,101545
101209,101480
101210,100435
101210,100918
101210,101240
101213,101764
101213,101045
101213,100083
101214,100588
101214,100448
101216,101038
101216,101299
101218,101531
101218,101915
101219,101193
101219,100916
101222,100978
101222,101327
101222,101245
101223,100995
101224,101392
101225,101746
101227,100790
101227,100585
101228,100711
101228,100477
101228,100453
101229,101075
101229,100483
101230,101674
101230,100411
101231,101678
101231,100520
101231,101078
101232,100722
101233,101590
101233,101538
101235,101532
101236,100035
101236,100698
101236,100540
101237,100241
101237,100850
101237,100331
101238,101439
101238,101644
101238,101001
101241,101816
101244,100356
101245,100477
101246,100661
101246,101460
101246,101748
101247,100652
101247,101896
101247,100359
101248,100460
101248,101764
101249,100975
101249,100710
101249,100789
101251,101562
101252,100292
101257,101734
101257,100064
101257,100625
101258,100178
101258,100984
101259,100967
101259,101277
101259,101106
101260,101810
101261,100584
101262,101743
101262,100680
101263,101840
101263,100654
101265,100093
101266,100773
101266,100129
101267,100547
101269,100214
101269,100896
101269,101625
101270,100527
101271,100148
101271,101656
101272,100667
101272,100285
101272,101425
101273,101253
101273,100629
101273,101657
101275,101738
101275,100646
101276,101928
101276,100585
101277,100983
101277,100344
101279,100480
101279,101771
101279,101943
101280,100615
101280,101129
101281,101724
101283,101470
101284,101103
101286,101092
101288,101488
101288,101534
101289,101983
101289,101088
101289,100734
101290,101686
101290,101206
101291,100976
101294,101364
101294,100785
101295,100235
101295,100619
101295,101256
101296,100862
101296,101370
101297,100631
101299,100485
101299,101635
101301,100026
101303,100633
101304,101409
101305,101382
101306,101526
101306,101541
101307,100036
101308,100905
101310,101397
101310,100560
101310,101975
101312,100257
101312,100115
101313,101537
101314,101532
101314,100985
101315,101374
101316,101311
101316,100675
101316,101199
101317,100397
101318,101581
101318,100576
101319,100240
101319,101263
101321,101882
101322,101045
101323,101585
101324,101570
101324,100931
101324,101543
101325,101531
101325,100443
101326,100283
101327,100359
101327,100987
101330,101657
101330,100665
101330,100681
101331,100477
101331,101678
101331,100657
101332,101327
101332,101960
101332,100139
101333,100006
101333,101795
101333,101971
101335,100555
101335,100481
101335,100274
101336,100792
101337,101159
101339,101480
101340,101089
101341,100089
101342,100277
101342,100461
101343,100363
101344,101366
101344,101252
101344,100434
101347,101593
101349,100581
101350,100039
101351,100672
101352,100365
101352,101770
101355,100386
101355,101411
101356,100874
101356,100880
101356,101740
101359,100913
101359,100749
101360,100491
101361,100752
101361,100931
101361,100888
101362,100794
101362,101885
101362,101141
101363,100145
101363,100304
101363,100474
101364,101746
101364,100984
101370,100518
101370,100113
101371,101550
101371,101833
101371,101948
101372,101600
101373,101353
101373,100829
101375,101435
101375,101913
101375,101617
101378,100549
101378,101665
101379,101700
101379,100023
101380,101173
101380,100437
101380,101932
101381,100702
101382,101623
101382,100035
101383,100774
101383,100077
101384,101534
101389,101093
101389,101424
101391,100823
101391,100376
101391,100605
101392,101089
101392,101656
101394,101208
101395,101258
101397,100899
101397,100043
101397,101466
101398,101179
101398,101777
101399,101462
101400,100581
101403,101638
101405,100226
101405,100453
101405,100427
101406,100370
101407,100158
101407,101063
101408,101722
101408,101952
101408,101763
101409,101478
101409,100561
101409,101192
101412,101420
101413,100692
101413,101569
101413,100269
101414,101022
101415,100085
101416,101048
101416,100749
101418,101188
101419,101221
101421,100182
101423,101120
101423,101147
101424,101761
101424,101248
101424,100781
101425,101752
101425,101289
101425,100613
101426,100439
101426,100439
101426,100245
101427,101132
101427,100651
101428,101162
101428,100485
101429,101973
101430,101310
101431,100438
101431,100455
101431,101410
101432,101699
101433,100338
101433,101364
101434,100384
101434,101092
101436,101548
101436,100648
101436,101152
101437,101504
101437,100715
101438,100408
101440,100359
101440,101740
101441,101753
101442,100041
101443,100854
101443,100030
101444,101531
101444,101984
101444,100089
101445,101422
101446,100766
101446,101155
101446,100097
101448,101667
101448,101873
101449,100499
101450,101477
101450,100859
101450,101598
101452,100838
101453,100352
101453,100518
101454,100456
101454,100902
101455,101784
101458,101602
101458,100999
101459,101771
101460,100687
101460,101404
101460,101068
101461,100180
101461,101177
101461,101159
101462,100932
101462,101911
101463,101374
101466,101775
101466,101563
101470,100938
101471,100261
101471,101336
101472,101895
101474,100639
101475,100715
101475,101527
101476,100754
101477,100421
101478,101705
101478,100549
101479,100599
101480,100144
101480,101443
101480,100941
101481,101844
101481,100106
101482,101419
101482,101809
101482,101034
101483,101948
101483,101993
101484,101363
101486,101622
101486,101674
101486,100286
101488,101211
101488,101738
101489,101058
101490,100316
101492,101754
101492,101499
101492,101275
101493,101531
101493,100094
101494,101758
101494,100162
101494,100595
101495,101033
101495,101436
101496,101545
101498,101257
101498,101988
101500,100047
101500,101477
101500,100722
101501,101466
101502,101731
101502,100622
101502,101599
101503,101032
101503,101777
101503,100524
101504,101437
101508,101373
101508,100770
101510,101246
101511,100263
101511,100434
101512,100610
101512,101222
101514,100450
101514,101082
101514,100056
101515,101148
101515,101191
101516,100299
101517,101565
101517,100022
101518,100692
101518,101559
101519,100421
101521,100389
101521,100609
101523,100872
101523,101280
101524,100511
101524,100118
101525,100020
101526,101128
101526,101936
101527,100020
101527,101189
101527,100566
101529,100447
101531,100921
101531,101441
101531,100480
101532,101255
101536,101601
101537,101503
101537,100371
101537,100111
101538,101848
101539,100582
101539,100970
101539,101239
101540,100569
101541,100701
101541,101777
101541,101523
101542,101354
101543,101662
101544,100637
101544,100334
101544,100379
101545,100401
101545,100542
101547,100616
101548,101551
101549,101154
101549,100040
101550,101878
101551,101326
101551,101265
101552,101954
101552,100319
101552,100648
101553,101485
101553,101837
101554,100893
101555,101886
101557,100747
101557,101665
101557,101022
101558,100125
101558,101174
101561,101114
101562,101527
101563,101862
101564,100355
101564,100378
101565,101681
101565,101071
101565,100921
101566,101531
101566,101377
101567,101787
101568,100582
101568,101196
101571,100601
101571,101867
101572,100725
101573,101482
101574,101839
101574,100982
101574,100841
101575,100839
101575,101729
101575,100120
